account_age_months,monthly_charges,subscription_tier,support_calls,reported_issues,inactive_days,usage_decline,competitor_offer,promotion_response,contract_type,payment_method,online_security,tech_support,churn
34,49.85,1,3,2,12,27.4,1,0,1,0,0,1,0
26,63.36,2,3,2,14,22.6,0,1,0,2,0,1,0
38,97.68,1,1,3,21,22.9,1,0,1,3,1,0,1
25,72.03,2,6,2,10,12.5,1,0,0,0,1,1,0
28,69.64,2,6,3,15,15.1,0,1,0,0,1,0,0
23,45.85,3,5,3,12,13.2,0,1,0,0,0,1,1
29,75.21,3,4,2,15,12.6,1,1,0,0,0,0,1
34,76.19,2,6,3,17,11.8,0,1,0,3,1,1,0
36,80.37,1,1,2,20,8.2,1,0,0,3,1,0,1
30,59.25,3,3,2,12,20.9,1,1,1,1,0,0,0
21,64.47,3,6,3,12,18.4,1,0,0,2,1,0,0
25,68.15,2,5,3,26,21.2,0,0,2,0,0,1,0
22,58.61,3,5,3,14,22.1,0,0,2,3,0,1,0
25,75.76,3,5,3,15,17.3,0,0,0,0,0,1,0
31,61.11,3,6,3,23,18.9,0,1,0,1,0,0,0
39,69.96,1,6,3,20,17.8,1,1,1,0,0,0,0
38,76.84,1,3,2,14,17.8,1,0,0,3,0,0,1
39,78.68,1,5,2,19,6.5,1,0,1,2,1,0,1
35,76.73,1,2,3,19,10.3,1,1,1,3,1,0,1
41,75.81,2,4,2,18,14.6,1,1,2,3,1,0,1
29,86.69,1,4,3,13,18.9,1,0,0,0,0,1,1
42,78.9,1,6,3,12,23.7,1,1,0,3,1,0,0
16,63.05,3,5,3,12,11.0,0,0,0,3,1,1,0
28,47.83,3,6,3,10,27.7,0,0,0,3,0,0,0
33,51.59,2,5,3,19,20.1,0,1,1,0,0,1,0
30,65.23,3,6,2,16,18.7,1,1,0,0,0,1,0
29,55.04,3,6,3,18,22.8,0,0,0,1,1,0,0
40,86.59,1,7,2,6,10.4,1,0,0,1,0,1,0
41,74.69,2,6,2,11,9.9,1,1,1,2,1,0,1
22,72.43,3,6,2,15,13.6,0,1,0,3,0,1,0
38,73.06,1,3,2,11,9.0,1,1,1,3,0,0,1
37,64.79,1,2,3,18,14.4,1,0,0,1,1,1,1
25,64.82,3,6,2,18,12.6,0,1,2,0,1,1,0
39,62.04,3,5,2,12,14.8,0,1,0,3,1,0,0
42,71.18,2,6,3,9,18.4,1,0,0,3,0,1,0
44,73.6,1,3,2,12,28.5,1,1,0,0,0,1,1
22,66.77,2,5,2,9,17.3,0,0,0,3,0,0,0
28,47.13,3,4,3,7,21.5,0,0,1,0,1,1,0
34,63.55,2,4,3,18,16.9,0,1,0,3,0,1,0
33,81.71,2,6,3,11,8.4,0,0,0,0,0,1,0
16,74.74,3,8,3,17,5.3,0,0,0,0,1,1,0
44,72.53,1,4,2,10,21.6,1,0,0,0,1,1,0
36,51.74,3,5,2,13,21.2,1,1,1,3,1,0,0
37,67.65,1,2,2,19,17.9,1,0,2,2,1,1,1
33,81.57,2,5,3,22,5.0,1,0,1,0,1,0,1
34,68.89,2,5,2,13,16.0,1,0,0,0,0,1,0
26,73.19,2,7,3,23,12.7,0,1,0,0,0,0,0
40,83.8,3,6,2,21,14.8,1,0,1,0,0,0,1
37,94.63,2,3,3,11,37.1,1,1,0,3,1,1,1
32,42.38,3,3,3,11,21.0,1,0,2,0,1,0,0
40,75.05,2,6,2,18,23.0,1,0,1,0,0,1,1
28,99.63,1,7,2,11,7.9,0,1,2,3,0,1,0
31,74.54,2,6,3,15,17.7,0,1,1,2,1,0,0
36,38.29,1,4,4,20,24.0,1,0,1,0,1,0,0
31,76.03,2,7,2,12,17.1,1,0,2,1,0,0,0
41,74.37,2,5,2,19,9.1,1,1,0,1,1,0,1
39,55.76,3,5,3,13,18.2,0,0,1,0,1,0,0
27,58.79,3,5,2,20,15.7,0,1,1,0,1,1,0
41,52.94,2,6,3,17,22.5,1,0,0,1,0,1,0
31,90.7,1,5,4,16,15.5,0,1,0,2,1,0,1
40,68.88,3,4,1,14,10.9,1,0,2,3,0,1,1
28,68.96,3,7,3,15,19.8,0,1,1,3,0,1,0
41,64.75,1,3,2,10,4.0,1,1,0,1,1,1,1
24,45.05,2,3,2,19,20.8,0,0,2,1,0,0,0
36,84.89,2,6,2,16,6.0,0,0,2,3,1,0,0
44,60.63,1,3,1,10,20.7,1,1,1,0,0,1,1
45,62.77,2,4,1,16,25.8,1,0,0,2,0,1,1
20,91.76,2,8,2,20,-1.4,0,0,1,0,0,0,0
23,36.69,3,2,1,14,16.2,0,0,0,3,1,1,0
28,81.03,1,4,3,13,10.9,0,0,0,1,1,1,0
27,56.92,3,5,3,23,20.3,1,1,0,2,0,1,0
9,74.02,3,6,3,13,18.9,0,1,0,1,0,1,0
40,76.7,1,5,2,12,12.4,1,0,2,0,1,1,1
17,68.84,3,6,3,15,14.4,0,0,0,2,0,1,0
30,61.38,3,5,3,21,13.7,0,1,0,2,1,1,0
32,84.89,2,6,2,16,6.2,0,1,1,0,0,0,0
32,59.42,3,6,3,15,16.0,0,0,0,2,1,1,0
36,75.76,1,5,3,14,-5.3,1,0,0,0,0,1,1
28,71.75,2,4,2,13,15.0,0,0,0,0,0,1,0
29,57.01,3,7,3,17,18.7,1,0,0,2,1,1,0
18,65.83,2,5,3,16,16.5,0,1,0,0,0,1,0
27,62.45,3,5,3,13,14.5,0,1,1,1,0,1,0
33,54.88,2,4,2,12,26.2,1,0,0,0,1,1,0
30,52.58,3,5,2,16,22.4,1,1,1,0,1,1,0
31,48.66,2,3,2,4,22.5,1,1,0,2,1,0,0
12,65.57,3,5,1,10,13.4,0,1,0,3,1,0,0
26,60.22,1,4,3,19,14.0,0,0,0,2,1,1,0
16,89.59,2,5,1,17,10.4,0,1,1,1,1,1,0
39,89.9,2,5,3,13,21.7,0,0,0,0,1,1,1
28,74.53,3,4,3,20,3.1,1,1,0,0,1,1,1
37,55.4,2,3,3,13,14.3,0,0,1,3,1,0,0
39,55.44,1,4,3,9,17.9,0,0,0,0,0,1,0
19,54.35,3,6,4,19,20.9,1,0,1,3,0,0,0
40,60.29,2,5,2,14,15.5,1,0,0,2,0,0,0
33,98.05,2,4,3,8,25.8,1,1,0,0,0,1,1
33,87.86,2,4,3,15,25.9,1,1,0,2,1,0,1
25,94.73,2,4,3,14,11.8,1,0,1,0,0,1,1
39,101.25,1,3,4,12,30.7,0,1,1,3,1,0,1
47,60.22,1,4,1,18,12.6,1,1,1,3,1,1,1
30,74.98,3,7,3,19,18.1,0,0,0,0,1,1,0
40,81.31,2,4,3,6,20.6,1,0,2,1,1,0,1
36,81.14,2,6,3,14,11.6,0,0,0,2,0,0,1
27,53.53,3,6,4,17,19.7,0,1,1,1,1,1,0
36,75.92,1,3,2,22,31.6,1,1,2,0,0,0,1
35,83.46,3,7,2,16,6.6,0,1,1,0,0,1,0
27,66.55,2,5,2,13,23.9,1,1,2,2,1,1,0
28,41.72,3,4,3,20,16.8,0,1,0,0,1,1,0
32,66.88,2,4,1,18,21.0,0,1,0,1,1,0,0
45,66.22,2,5,2,14,-7.2,1,0,2,2,0,0,1
29,88.6,1,4,3,18,26.3,1,0,0,3,0,1,1
35,71.55,1,6,2,11,10.3,0,0,1,3,1,0,1
38,81.12,3,5,2,19,14.2,1,1,0,3,1,0,1
35,82.48,2,4,3,15,19.4,1,0,1,3,0,1,1
28,71.03,3,6,3,6,12.0,0,0,0,3,0,0,0
27,68.43,2,5,3,11,17.0,0,0,0,0,0,0,0
36,64.97,2,3,2,19,7.7,1,0,1,0,1,0,1
48,73.0,1,5,2,12,25.6,1,1,1,0,1,0,0
21,63.97,3,5,3,12,20.9,0,1,1,2,0,0,0
15,64.42,3,4,3,14,10.5,0,1,1,0,1,0,0
44,63.8,2,5,2,21,22.1,1,1,0,0,1,0,0
32,66.7,2,6,3,15,20.5,0,0,1,3,1,1,0
35,74.96,2,6,3,9,12.4,1,1,1,3,0,0,1
33,61.02,2,3,2,16,21.9,1,0,2,3,0,0,0
37,75.45,2,7,2,12,21.1,0,0,1,1,0,1,0
36,98.63,1,4,3,20,28.9,0,1,0,3,0,1,1
7,87.65,3,6,2,12,4.1,0,1,0,1,1,0,0
22,59.91,2,4,2,16,18.2,1,1,0,3,1,1,0
43,68.96,1,3,3,14,3.0,1,1,0,0,0,1,1
28,71.19,3,6,3,8,12.6,0,1,0,2,0,0,0
31,75.54,2,6,3,13,2.9,0,1,0,3,0,1,0
31,65.76,2,7,4,11,10.4,0,0,0,0,1,1,0
51,76.85,1,4,2,16,17.7,0,0,0,1,0,1,1
44,89.4,1,3,3,18,34.8,0,0,1,0,1,0,1
23,77.8,2,7,3,13,5.3,0,1,0,0,1,1,0
26,56.55,3,3,2,15,17.1,0,1,0,0,0,1,0
41,71.99,1,4,1,17,13.6,1,1,1,0,0,1,1
32,36.76,3,5,3,10,24.2,0,1,2,3,0,0,0
20,47.84,3,4,3,12,19.4,0,1,0,1,0,1,0
17,71.38,3,6,4,14,13.3,0,0,0,0,0,1,0
31,56.89,3,6,3,18,25.5,0,1,2,3,0,0,0
32,72.76,3,8,2,23,15.3,0,0,1,0,1,1,0
27,75.0,1,5,3,18,5.3,1,1,0,0,0,1,1
41,73.12,1,5,2,14,20.0,1,1,0,3,1,1,0
43,73.2,1,4,2,14,27.2,1,1,0,0,1,0,1
39,62.06,1,3,2,16,3.7,1,1,0,0,1,0,1
42,79.34,1,5,2,15,15.2,1,0,0,1,1,0,1
23,68.66,3,5,2,17,12.7,1,0,1,2,1,1,0
36,54.68,1,7,4,16,17.6,0,0,0,3,1,0,0
25,68.8,1,5,3,18,16.9,0,1,1,2,1,1,0
47,45.26,2,4,2,16,32.6,1,1,0,0,0,0,0
46,69.51,1,4,2,18,18.6,1,1,2,3,0,0,1
31,56.17,2,3,1,18,24.6,1,0,0,2,1,1,0
36,49.22,1,5,3,16,20.4,1,1,0,3,1,0,0
33,62.95,3,4,2,8,5.6,0,1,2,3,0,0,0
41,63.07,2,4,2,13,10.9,1,0,0,3,0,0,1
22,57.75,3,7,3,15,13.8,0,1,1,3,0,0,0
35,78.1,3,5,2,14,21.9,1,0,0,0,0,1,1
26,71.48,3,6,2,23,15.3,0,1,0,3,0,0,0
34,68.46,1,4,2,15,9.5,0,1,0,3,0,1,0
42,85.3,1,4,2,13,24.9,0,1,0,1,0,0,1
30,58.18,2,5,3,14,26.2,1,0,0,0,0,1,0
28,66.07,3,7,3,13,13.8,0,1,0,3,1,0,0
29,91.72,2,4,4,16,23.1,1,0,0,3,1,1,1
16,60.81,3,5,3,18,8.7,0,0,2,0,1,1,0
40,89.9,1,7,2,17,17.0,1,0,0,2,1,1,0
24,57.61,3,4,2,13,21.5,0,0,0,3,0,1,0
34,42.69,2,3,2,17,27.2,1,1,0,0,0,0,0
18,58.43,3,6,4,16,18.9,0,1,0,3,1,0,0
31,58.75,2,4,2,17,21.1,1,0,1,3,0,0,0
28,101.63,2,3,4,21,23.8,1,0,0,0,0,1,1
22,65.11,3,6,2,13,15.1,0,0,0,3,0,0,0
27,56.14,3,5,3,18,21.7,0,1,1,2,1,0,0
42,64.42,2,4,2,11,9.6,1,1,0,0,1,1,1
36,85.1,3,5,3,16,9.5,1,0,0,1,0,0,1
24,79.55,3,7,2,10,9.9,0,0,0,3,0,1,0
53,50.88,1,5,1,17,-3.7,1,0,0,2,1,0,1
21,85.13,2,6,2,12,10.0,0,1,0,3,0,1,0
42,85.18,2,4,3,15,34.0,1,1,0,2,0,0,1
33,46.17,3,3,2,19,21.4,1,1,0,0,1,1,0
35,72.53,1,3,2,12,8.2,1,0,2,0,0,1,1
34,72.88,1,6,2,16,2.6,0,0,1,2,1,1,1
33,65.88,3,5,3,16,14.5,0,1,1,3,0,0,0
25,59.04,3,5,3,18,18.8,0,1,1,3,0,0,0
16,74.42,3,8,4,16,5.8,0,0,0,3,0,1,0
40,74.37,1,4,1,18,22.9,1,1,0,0,1,0,0
29,78.21,1,4,3,13,10.4,1,1,0,3,1,0,1
32,81.16,2,5,2,22,14.5,0,0,1,2,1,1,0
40,68.17,1,5,2,13,2.4,1,0,0,3,0,0,1
39,52.18,1,7,1,24,7.6,1,0,1,0,1,1,1
37,79.67,1,3,3,16,1.3,1,0,1,0,1,0,1
36,63.97,2,4,2,15,16.4,1,1,1,3,0,0,0
22,67.66,3,6,1,8,19.1,1,0,0,0,1,1,0
41,55.96,2,4,2,18,16.1,0,1,1,0,1,1,0
34,69.64,2,8,4,9,19.8,0,0,1,0,1,1,0
21,66.1,3,6,3,18,11.6,0,0,0,2,1,1,0
33,79.52,1,4,2,12,18.4,1,0,0,0,1,1,1
27,60.99,2,4,3,17,21.1,0,1,1,0,1,0,0
33,48.74,3,6,4,11,26.6,0,1,0,1,0,1,0
40,83.77,1,4,3,8,23.0,1,1,0,3,1,1,1
33,71.79,2,7,4,17,20.9,0,0,0,0,1,0,0
22,73.54,3,6,1,13,23.7,1,1,2,0,1,0,0
38,73.99,1,5,2,17,17.4,1,0,0,3,1,0,1
34,48.5,3,6,3,16,24.6,0,0,1,3,0,0,0
32,72.3,2,6,3,17,13.4,1,0,2,0,0,1,0
28,83.37,1,3,2,11,17.5,1,1,0,1,1,0,1
34,91.54,1,5,3,16,14.3,0,0,0,2,0,0,1
21,57.78,2,4,2,19,16.4,0,1,0,2,0,0,0
32,92.89,1,5,3,11,12.4,0,0,0,0,1,0,1
26,69.36,3,6,2,12,17.3,1,0,1,0,0,0,0
29,77.67,1,3,2,9,14.8,1,0,1,0,0,1,1
22,55.45,3,6,3,18,17.9,1,1,2,0,0,0,0
37,86.71,1,4,3,14,22.8,1,1,2,0,0,1,1
34,57.35,3,6,3,7,22.8,0,0,1,0,1,1,0
21,54.02,3,6,3,11,12.5,0,1,0,0,0,0,0
31,62.65,3,6,3,17,19.2,0,0,1,3,1,1,0
16,43.32,3,5,3,8,24.1,0,1,0,0,1,1,0
23,60.23,3,5,2,18,13.4,0,0,0,0,1,1,0
47,81.58,1,2,3,15,14.1,1,0,0,2,0,1,1
28,77.83,2,5,2,12,19.4,1,1,0,3,0,1,0
20,48.69,3,6,3,8,14.1,0,0,1,3,1,0,0
28,52.91,3,6,3,14,19.5,0,1,1,3,1,1,0
47,55.98,1,3,1,12,3.9,1,1,1,0,0,0,1
50,62.18,1,5,3,18,27.5,1,0,0,2,0,1,0
27,66.2,3,5,1,20,16.5,0,0,0,1,1,0,0
32,60.37,2,5,3,14,20.3,1,1,0,2,0,1,0
34,78.53,3,5,2,16,9.8,1,0,1,0,0,1,1
29,70.09,2,5,3,9,19.4,0,1,0,1,1,0,0
26,73.17,3,6,2,15,13.8,1,0,0,0,1,0,0
18,66.09,3,7,2,13,19.6,0,1,0,1,0,0,0
13,55.51,3,4,3,20,9.7,0,1,1,0,1,1,0
33,60.4,3,8,3,14,16.3,1,1,2,0,1,0,0
41,72.12,1,4,2,4,21.6,1,0,0,0,0,1,1
34,79.81,1,4,3,17,18.1,0,0,0,2,0,0,1
36,74.23,1,3,2,17,11.1,1,1,0,3,0,0,1
24,68.96,3,6,2,12,13.8,0,0,0,0,0,0,0
25,70.32,2,5,2,19,12.8,0,0,0,2,0,0,0
19,86.4,1,5,2,16,9.4,0,1,0,3,0,0,0
33,79.33,1,4,3,17,23.2,1,0,1,0,1,0,1
31,83.21,3,6,1,9,13.8,1,1,0,3,1,0,0
23,88.0,3,7,2,8,5.2,0,1,0,0,1,0,0
42,54.05,3,8,4,17,19.7,0,1,0,1,1,0,0
44,66.39,1,4,1,18,19.6,1,1,0,2,1,1,1
25,44.44,3,5,3,10,31.9,1,0,1,1,0,0,0
26,68.75,3,7,1,15,12.0,0,0,0,3,0,0,0
34,67.61,2,4,2,18,15.2,1,0,0,3,1,0,1
33,81.28,1,5,2,17,14.6,0,1,0,2,0,1,0
22,49.53,3,6,3,13,24.0,1,1,0,0,0,0,0
23,60.87,3,5,2,15,22.9,0,0,1,0,0,0,0
31,65.62,2,4,3,16,15.3,0,1,0,0,0,1,0
24,69.5,1,3,3,16,10.0,0,1,2,0,1,1,0
42,77.25,2,4,1,19,9.7,1,0,1,0,1,1,1
25,69.73,2,4,2,14,11.7,1,0,0,1,0,1,0
19,78.51,2,6,3,18,14.4,0,1,1,3,0,1,0
36,75.92,2,4,2,15,12.1,1,1,0,0,0,0,1
43,75.37,1,5,2,15,5.5,1,0,0,0,0,1,1
30,71.96,2,5,2,24,11.5,0,1,0,2,0,1,0
17,77.38,2,7,3,12,13.1,0,1,1,0,0,0,0
31,51.43,3,6,3,18,27.6,1,1,1,3,0,0,0
24,77.99,1,5,3,13,11.8,0,1,1,0,0,1,0
38,58.07,2,4,2,9,23.4,0,0,0,3,1,0,0
36,62.4,1,3,1,19,23.8,1,0,0,1,1,1,0
27,84.76,2,7,3,17,13.3,0,1,0,3,1,0,0
27,61.27,2,5,3,13,24.0,1,0,1,0,1,0,0
40,83.63,1,4,3,8,25.0,0,0,0,3,0,1,1
44,68.51,1,3,3,17,22.6,1,1,0,0,0,0,1
19,79.5,3,8,3,12,13.5,0,1,1,0,1,1,0
35,91.56,1,5,3,15,10.1,0,0,1,0,0,1,1
17,60.56,3,6,3,24,16.9,0,0,0,2,0,0,0
26,67.9,2,4,2,15,19.8,0,0,0,3,0,1,0
20,47.54,3,4,2,15,21.7,0,1,2,0,0,1,0
32,75.49,1,5,3,21,16.4,1,1,2,3,1,0,1
31,82.19,1,5,2,11,16.0,0,1,0,0,0,1,0
37,70.87,2,7,3,20,19.7,1,0,0,3,1,0,0
39,66.31,1,2,2,20,8.5,0,0,0,0,1,1,0
33,72.26,1,5,3,18,-0.3,1,1,0,1,0,1,1
25,81.72,2,7,3,9,13.4,0,0,1,0,0,0,0
43,59.8,2,3,1,12,12.8,1,1,1,2,1,0,1
38,78.66,1,3,1,19,22.9,1,1,0,2,1,0,0
35,72.07,1,3,2,13,13.4,1,1,0,2,1,1,1
50,62.21,1,3,2,22,26.5,1,1,1,2,1,0,0
23,68.45,3,6,3,15,14.3,0,1,0,0,0,0,0
45,71.69,3,5,2,19,1.2,1,0,1,3,1,0,1
37,65.63,1,4,3,10,11.5,1,0,2,3,0,0,1
34,62.33,1,3,2,15,12.4,1,0,2,3,1,0,1
29,78.63,2,5,1,14,13.7,0,1,0,0,0,0,0
27,67.44,2,7,3,6,15.3,0,0,0,0,1,0,0
34,70.9,3,3,1,22,9.0,1,0,0,1,0,0,1
34,52.73,3,6,2,15,25.4,0,0,0,2,0,1,0
15,62.23,3,5,4,18,9.7,0,0,0,2,0,0,0
17,69.42,3,5,2,19,17.3,0,1,1,3,0,0,0
27,77.16,3,6,2,7,16.7,0,1,0,3,1,0,0
41,70.27,1,4,2,16,9.1,1,0,0,3,1,0,1
20,77.44,3,5,2,16,12.4,0,0,0,2,1,0,0
27,71.01,2,4,2,11,9.9,0,1,1,0,0,1,0
35,71.21,2,3,2,17,22.4,1,0,0,2,0,0,1
36,81.1,1,3,3,15,13.5,1,0,0,3,1,1,1
32,98.66,2,4,4,20,33.4,1,1,1,0,0,0,1
27,71.73,3,6,3,19,8.8,0,0,1,3,1,1,0
28,43.67,2,4,3,11,30.3,0,1,1,0,0,1,0
45,68.88,1,5,3,11,2.5,0,1,1,3,1,1,1
27,71.48,2,6,2,15,11.1,0,1,0,0,0,1,0
36,66.02,2,5,2,20,24.2,1,0,0,3,0,1,0
33,46.41,3,6,2,13,24.4,0,0,0,0,0,0,0
38,99.0,1,5,4,14,29.0,0,0,2,3,1,0,1
27,49.24,3,4,3,21,18.5,0,1,0,2,1,0,0
38,61.78,1,5,2,16,3.8,1,0,0,3,1,0,1
32,46.55,3,6,4,14,16.3,0,0,0,2,0,1,0
26,52.48,3,4,2,21,21.1,0,0,1,0,1,0,0
33,77.36,2,6,2,19,23.2,0,1,0,3,0,1,1
31,88.04,1,5,2,21,13.6,0,0,0,3,1,1,0
30,59.52,3,5,3,15,21.9,0,0,1,3,1,0,0
31,93.44,2,5,3,19,23.6,1,0,0,2,1,1,1
32,59.71,3,5,3,20,19.3,0,1,1,3,0,0,0
22,73.74,3,7,2,14,3.5,0,1,1,3,0,1,0
32,77.53,2,7,3,18,19.5,1,1,1,3,1,0,0
36,73.39,1,4,2,18,9.1,1,1,0,3,1,1,1
36,78.38,3,8,3,15,17.5,0,0,0,2,0,1,0
34,60.25,3,5,3,16,13.3,0,0,1,3,0,0,0
39,82.59,3,4,2,16,27.2,1,1,1,3,1,0,1
32,51.84,3,4,2,24,23.1,0,0,1,1,1,1,0
15,66.67,3,8,3,24,12.9,0,1,0,2,1,0,0
28,54.62,2,3,3,8,15.7,0,1,0,0,1,0,0
43,67.5,1,5,2,11,12.8,1,0,0,0,0,1,1
23,82.45,2,7,3,12,6.3,0,0,0,0,0,1,0
45,84.47,1,5,2,23,13.3,0,1,1,2,1,0,0
45,66.38,1,5,2,13,27.9,1,0,0,2,1,1,1
30,72.82,2,6,2,11,17.8,0,0,1,2,0,1,0
38,77.79,2,3,3,17,11.7,1,0,0,2,1,0,1
17,71.91,3,6,2,18,12.4,0,0,1,2,1,0,0
36,70.81,1,5,3,23,18.7,0,1,0,3,1,0,0
40,74.56,2,4,2,16,12.8,1,0,1,0,0,1,1
33,50.49,1,3,1,18,5.0,1,1,0,2,1,0,1
30,50.91,3,4,3,21,24.4,1,0,2,0,0,0,0
31,69.99,3,5,2,12,18.4,0,1,0,1,0,1,0
29,59.22,3,6,3,17,14.1,0,1,0,2,0,1,0
29,62.91,3,6,3,19,29.7,1,1,1,3,0,1,0
41,70.22,2,6,3,18,20.6,0,0,0,3,1,1,0
25,82.5,2,5,3,13,10.6,1,0,0,0,0,1,1
20,66.56,3,5,1,17,11.2,1,0,0,0,1,0,0
34,58.83,2,5,3,5,20.7,0,0,2,3,0,1,0
29,76.51,2,5,2,15,16.2,1,0,0,0,1,1,0
32,73.22,3,7,2,15,9.4,1,1,1,0,1,0,1
38,76.86,2,6,2,14,17.7,1,0,0,0,0,0,0
34,62.73,2,5,2,15,17.2,0,1,2,0,0,1,0
23,77.44,3,5,2,13,8.0,0,0,0,1,1,0,0
24,54.12,3,5,2,11,10.9,0,0,1,0,0,0,0
37,95.02,1,5,4,24,21.9,0,1,2,0,0,0,1
23,50.02,3,7,4,14,16.3,0,1,0,2,1,0,0
21,78.98,2,5,3,16,8.9,0,1,1,1,0,1,0
25,50.36,3,6,3,11,23.5,1,0,1,1,0,0,0
38,72.19,2,5,2,16,11.6,1,1,0,2,0,1,1
32,74.76,1,4,2,18,17.9,0,1,0,3,1,1,0
41,73.62,1,5,2,13,23.4,0,0,0,3,1,1,1
40,70.57,1,5,2,17,19.6,0,0,2,3,1,1,1
35,78.92,2,4,2,15,21.1,1,1,0,3,0,1,1
45,70.8,1,5,2,14,7.5,0,0,1,3,1,0,1
44,57.48,1,3,2,19,8.3,1,1,1,0,1,0,1
30,102.42,2,4,4,16,37.4,0,1,1,3,1,1,1
23,63.74,3,6,2,13,14.4,0,1,0,2,1,0,0
34,96.37,3,4,3,14,36.0,1,1,0,0,0,1,1
32,61.72,2,6,3,17,15.2,0,1,0,2,0,0,0
21,74.4,2,7,4,16,12.4,0,1,0,0,0,1,0
29,56.21,2,4,2,19,20.0,0,1,0,1,1,0,0
42,60.85,2,5,3,9,25.6,1,0,0,3,0,1,0
32,71.84,1,5,3,14,15.5,0,0,2,0,1,0,1
34,53.0,3,5,2,17,22.4,0,1,0,3,0,0,0
21,48.09,3,6,3,16,18.4,0,0,0,2,1,0,0
29,68.1,2,7,4,13,9.8,0,0,0,0,0,0,0
31,64.94,2,6,2,17,20.8,1,1,0,0,0,1,0
38,52.04,3,5,3,17,27.7,0,0,0,0,1,0,0
24,67.01,3,5,2,11,17.0,1,0,0,2,0,0,0
39,52.89,3,6,3,12,23.0,1,1,1,0,0,0,0
39,74.35,1,5,2,13,11.7,1,0,0,0,0,1,1
22,66.7,3,6,3,23,14.1,0,0,0,0,1,1,0
35,78.94,1,5,2,18,9.3,1,0,0,0,1,0,1
20,64.12,3,5,3,13,21.8,0,0,1,2,1,1,0
29,74.19,2,7,3,16,13.0,0,1,1,1,0,0,0
41,81.78,1,2,3,13,11.9,1,1,1,3,1,0,1
31,53.07,3,6,3,16,29.0,1,0,2,2,0,0,0
32,54.99,3,3,2,16,14.7,0,1,0,3,1,0,0
28,62.97,3,5,3,12,21.6,1,0,0,0,0,0,0
42,68.5,1,6,3,23,10.7,0,1,0,0,1,1,1
29,83.53,1,3,3,14,27.3,1,0,0,3,1,0,1
21,52.31,3,6,3,15,23.8,0,1,0,0,0,0,0
34,44.76,3,6,3,17,24.4,1,0,0,1,0,1,0
28,79.98,2,6,3,22,16.4,0,0,1,0,1,0,0
18,61.29,3,6,3,19,16.0,0,1,0,2,0,1,0
30,48.78,3,7,3,16,24.6,0,0,1,0,0,0,0
28,100.77,1,5,2,16,3.3,0,0,1,3,1,1,0
37,69.73,2,5,2,18,19.2,1,1,2,0,1,1,0
20,55.31,3,5,3,24,19.8,0,0,1,2,1,1,0
39,64.45,3,5,3,16,12.5,0,1,1,3,1,1,0
28,46.94,3,4,2,16,20.4,0,1,0,2,1,0,0
28,67.77,2,5,2,21,23.0,1,1,0,3,0,0,0
31,66.74,3,7,3,15,18.1,1,1,1,1,1,1,0
38,40.81,3,4,3,8,31.3,0,1,0,0,1,0,0
37,84.76,1,6,3,19,14.0,0,1,0,0,1,0,1
35,59.61,2,4,2,12,17.0,1,1,0,0,1,1,0
37,58.7,1,5,3,15,3.6,1,0,0,0,1,1,1
30,51.74,3,3,2,22,16.7,0,1,0,3,1,0,0
44,63.49,1,4,1,15,9.7,1,1,1,0,1,0,1
25,100.36,2,5,3,13,22.4,1,0,0,0,1,1,1
29,57.61,2,4,3,16,20.9,1,0,0,3,1,1,0
37,33.32,3,5,3,19,20.8,1,1,2,3,0,0,0
44,70.39,1,3,2,13,12.6,1,1,1,2,1,1,1
42,78.88,1,3,2,18,22.9,1,0,1,0,1,1,1
44,70.71,1,4,2,13,15.5,1,1,0,0,0,0,0
27,80.04,1,7,3,15,15.5,0,0,0,3,0,0,0
33,90.67,2,4,3,22,7.0,1,0,0,3,1,1,1
25,68.86,2,5,2,13,14.8,0,0,0,0,0,1,0
25,61.34,3,6,3,16,20.3,0,0,0,2,0,1,0
50,53.27,1,3,2,16,15.1,1,1,1,3,0,1,1
12,61.22,3,6,3,16,14.1,0,0,0,3,1,1,0
29,72.09,2,4,2,19,10.0,1,1,0,2,1,0,1
31,97.41,2,2,3,14,32.4,1,1,0,2,1,0,1
28,47.47,2,4,3,12,19.1,0,0,2,0,1,0,0
37,78.3,2,1,2,16,12.3,1,1,1,0,0,0,1
38,76.19,1,5,2,10,19.2,1,1,1,1,0,0,0
23,84.74,2,6,3,12,5.7,0,0,0,3,1,1,0
33,83.22,1,3,3,12,11.9,1,0,0,0,0,1,1
44,60.62,3,5,3,10,20.9,1,0,0,0,0,1,0
29,57.27,3,3,1,16,18.9,0,1,0,0,1,0,0
29,45.93,3,5,3,10,22.0,0,1,0,3,0,0,0
36,69.64,1,4,2,16,22.3,1,1,1,1,0,0,0
28,67.56,3,7,3,21,16.6,0,1,1,2,1,0,0
37,77.14,1,4,1,13,18.7,1,1,1,3,1,0,0
31,75.33,2,5,2,13,16.1,0,1,1,2,0,0,0
25,73.0,3,8,2,16,16.9,0,1,0,3,0,1,0
40,56.85,3,7,3,15,19.9,0,1,0,3,0,0,0
30,72.45,2,7,3,10,16.0,1,0,2,0,1,1,0
34,72.11,1,5,3,13,4.5,1,1,1,0,0,1,1
34,75.5,1,7,2,15,18.4,1,0,1,0,0,1,0
27,61.48,2,4,3,21,20.8,1,1,0,1,0,1,0
19,73.17,3,7,3,19,15.0,0,0,1,3,0,1,0
